Stock,Accumulation/Distribution Value,Stocks_Ranked
MAS,-11.13,159.0
PENN,-11.29,160.0
KIM,-12.11,161.0
AIG,-12.13,162.0
NI,-12.29,163.0
PFG,-12.48,164.0
MOS,-12.6,165.0
HPQ,-12.75,166.0
INTC,-12.97,167.0
MA,-13.08,168.0
SCHW,-13.17,169.0
CZR,-13.22,170.0
IPG,-13.34,171.0
LUV,-13.76,172.0
GIS,-13.83,173.0
OGN,-13.91,174.0
AES,-14.05,175.5
CB,-14.05,175.5
LYV,-14.18,177.0
XOM,-14.22,178.0
TFC,-14.33,179.0
AMD,-14.97,180.0
PGR,-15.55,181.0
LVS,-16.19,182.0
KHC,-16.43,183.0
NLSN,-17.0,184.0
STX,-17.01,185.0
CRM,-17.13,186.0
CTSH,-17.5,187.0
MS,-17.79,188.0
UNH,-17.92,189.0
MSFT,-18.84,190.0
FOXA,-20.08,191.0
CAG,-20.53,192.0
CVX,-20.56,193.0
AEP,-20.92,194.0
NCLH,-21.71,195.0
RTX,-22.0,196.0
PFE,-22.32,197.0
ADI,-22.67,198.0
CVS,-23.4,199.0
PHM,-24.53,200.0
PEP,-24.98,201.0
BKR,-25.99,202.0
COP,-26.35,203.0
QCOM,-26.85,204.0
GILD,-27.2,205.0
CTRA,-27.33,206.0
USB,-28.8,207.0
UNP,-29.18,208.0
LUMN,-30.3,209.0
HD,-30.55,210.0
F,-32.15,211.0
CAT,-32.85,212.0
KR,-33.15,213.0
NWSA,-33.17,214.0
MRNA,-33.28,215.0
CNP,-33.5,216.0
DISH,-33.64,217.0
TJX,-33.77,218.0
HPE,-33.82,219.0
MO,-34.15,220.0
TWTR,-35.7,221.0
UA,-36.74,222.0
ADSK,-36.92,223.0
FTV,-37.91,224.0
GE,-40.62,225.0
BA,-40.71,226.0
CTVA,-42.08,227.0
JNPR,-43.34,228.0
DXC,-43.92,229.0
GM,-52.14,230.0
TGT,-52.5,231.0
PLD,-53.82,232.0
LOW,-54.09,233.0
COF,-54.36,234.0
DISCK,-65.61,235.0
DIS,-66.3,236.0
RCL,-66.59,237.0
RF,-67.14,238.0
PM,-76.46,239.0
DHR,-78.7,240.0
TSN,-96.77,241.0
CCL,-103.62,242.0
DVN,-208.31,243.0
FAST,-955.49,244.0
