Stock,Accumulation/Distribution Value,Stocks_Ranked
CAT,6.57,165.0
DIS,6.56,166.0
NEE,6.53,167.0
ATVI,6.51,168.0
CSX,6.47,169.0
LEN,6.43,170.0
NWL,6.42,171.0
NFLX,6.39,172.5
MO,6.39,172.5
LNT,6.36,174.0
SWKS,6.32,175.0
L,6.29,176.0
TFC,6.26,177.0
AXP,6.23,178.0
OMC,6.17,179.0
WM,6.08,180.0
TXT,6.01,181.0
UDR,5.95,182.0
WBA,5.94,183.0
SWK,5.83,184.0
WELL,5.69,185.0
HON,5.59,186.0
AMAT,5.48,187.0
FB,5.35,188.0
DUK,5.22,189.0
INTC,5.21,190.0
BLL,5.19,191.0
ROL,5.14,192.0
HST,5.0,193.0
UA,4.97,194.0
TMUS,4.96,195.0
AMZN,4.91,196.5
MU,4.91,196.5
WEC,4.83,198.0
EMR,4.79,199.0
PGR,4.64,200.5
TAP,4.64,200.5
KHC,4.62,202.0
FAST,4.48,203.0
PNC,4.43,204.0
AAPL,4.41,205.0
COF,4.29,206.0
UNP,4.26,207.0
NUE,4.09,208.0
PEP,4.08,209.0
TXN,3.83,210.0
LMT,3.81,211.0
HAL,3.75,212.0
MET,3.73,213.0
RTX,3.64,214.0
PENN,3.55,215.0
RCL,3.48,216.0
EPAM,3.39,217.0
IFF,3.36,218.0
ED,3.34,219.0
CME,3.33,220.0
FDX,3.27,221.0
TER,3.2,222.0
HAS,3.15,223.0
STX,3.08,224.0
PXD,2.97,225.0
MS,2.82,226.5
HOLX,2.82,226.5
CMI,2.68,228.0
TPR,2.57,229.0
TGT,2.56,230.0
ZION,2.43,231.0
VZ,2.29,232.0
STT,2.23,233.0
NLOK,2.21,234.0
CARR,2.19,235.0
ENPH,2.18,236.0
ADI,2.17,237.0
APA,2.1,238.0
MOS,2.07,239.0
AKAM,2.02,240.0
SPG,1.86,241.0
COST,1.84,242.0
WYNN,1.67,243.0
SRE,1.66,244.0
IR,1.59,245.0
DHI,1.18,246.0
VFC,1.02,247.0
BBWI,1.0,248.0
C,0.91,249.0
MRO,0.9,250.0
APD,0.84,251.0
FE,0.82,252.5
OTIS,0.82,252.5
FCX,0.8,254.0
ETN,0.71,255.0
JNPR,0.66,256.0
HRL,0.63,257.0
ALK,0.58,258.0
MRK,0.55,259.0
TJX,0.53,260.0
IRM,0.51,261.0
ALL,0.41,262.0
BRO,0.37,263.0
CTRA,0.29,264.0
BBY,0.28,265.0
CCI,0.0,266.0
PBCT,-0.06,267.0
TSLA,-0.16,268.5
CHRW,-0.16,268.5
NKE,-0.26,270.0
WFC,-0.41,271.0
DRE,-0.43,272.0
FISV,-0.47,273.0
EW,-0.52,274.0
AES,-0.66,275.0
DFS,-0.75,276.0
CNP,-0.76,277.0
T,-0.88,278.0
ROST,-0.99,279.0
LYV,-1.03,280.0
AAL,-1.04,281.0
PARA,-1.19,282.0
COP,-1.22,283.0
PFE,-1.32,284.0
UNH,-1.33,285.0
LIN,-1.45,286.0
UAL,-1.5,287.0
MTCH,-1.62,288.0
APH,-1.74,289.0
YUM,-2.01,290.0
GS,-2.22,291.0
ZTS,-2.3,292.0
ICE,-2.37,293.5
ANET,-2.37,293.5
ADBE,-2.44,295.0
MCK,-2.61,296.0
AEP,-2.89,297.0
XYL,-2.9,298.0
SYF,-2.91,299.0
CMCSA,-2.93,300.0
CTSH,-3.03,301.0
DLTR,-3.28,302.0
DAL,-3.29,303.0
ETSY,-3.71,304.0
MPC,-4.11,305.0
SPGI,-4.17,306.0
CTLT,-4.26,307.0
DTE,-4.35,308.0
ADP,-4.37,309.0
MGM,-4.59,310.0
VNO,-4.7,311.0
AMCR,-4.89,312.0
XEL,-5.18,313.0
CDAY,-5.24,314.0
CTVA,-5.31,315.0
CRM,-5.69,316.0
HIG,-5.72,317.0
RF,-5.82,318.0
MDT,-6.23,319.0
APTV,-6.43,320.0
UAA,-6.57,321.0
CL,-6.63,322.0
PG,-6.68,323.0
MDLZ,-6.74,324.0
SNPS,-6.79,325.0
BKR,-6.92,326.0
MRNA,-8.77,327.0
SCHW,-9.58,328.0
JNJ,-10.94,329.0
SYY,-11.15,330.0
VLO,-11.55,331.0
ANTM,-12.19,332.0
NWSA,-12.5,333.0
ACN,-12.7,334.0
PNW,-13.95,335.0
VTR,-14.03,336.0
TRV,-14.19,337.0
PFG,-14.25,338.0
DOW,-14.47,339.0
MAR,-15.09,340.0
EMN,-15.57,341.0
PLD,-15.6,342.0
SO,-19.25,343.0
KR,-19.66,344.0
ZBH,-19.88,345.0
LVS,-20.27,346.0
BMY,-20.57,347.0
GE,-26.47,348.0
NVDA,-27.37,349.0
