Stock,Accumulation/Distribution Value,Stocks_Ranked
DISCA,-1.18,101.0
MAR,-1.19,102.0
PM,-1.23,103.0
LYV,-1.24,104.0
USB,-1.26,105.0
AAPL,-1.31,106.0
FTNT,-1.32,107.0
JNPR,-1.36,108.0
F,-1.47,109.0
TRV,-1.49,110.0
UA,-1.59,111.0
ED,-1.86,112.0
CLX,-2.0,113.0
NCLH,-2.04,114.0
PKI,-2.07,115.0
CHRW,-2.08,116.0
CNP,-2.09,117.0
AMAT,-2.23,118.0
PFE,-2.31,119.0
EBAY,-2.41,120.5
XEL,-2.41,120.5
COST,-2.49,122.0
LIN,-2.61,123.0
CAH,-2.66,124.0
CZR,-2.75,125.0
CARR,-2.77,126.0
KMI,-2.95,127.0
WYNN,-2.98,128.0
MU,-3.07,129.0
GPN,-3.08,130.0
DRE,-3.22,131.0
SPG,-3.24,132.5
D,-3.24,132.5
LVS,-3.3,134.5
DFS,-3.3,134.5
PFG,-3.35,136.0
WU,-3.39,137.0
NUE,-3.42,138.0
OTIS,-3.44,139.0
SLB,-3.56,140.0
APTV,-3.58,141.0
WM,-3.63,142.0
TJX,-3.77,143.0
MOS,-3.8,144.0
ADP,-3.85,145.0
CRM,-3.89,146.0
JCI,-3.95,147.0
HPE,-4.01,148.0
DISCK,-4.03,149.0
KO,-4.11,150.0
MNST,-4.15,151.0
CI,-4.33,152.0
WY,-4.36,153.0
PEP,-4.42,154.0
CVX,-4.46,155.0
IVZ,-4.51,156.0
BA,-4.53,157.0
DG,-4.66,158.0
ALK,-4.73,159.0
RF,-4.81,160.0
IBM,-4.84,161.0
FB,-4.85,162.0
CNC,-4.94,163.5
KLAC,-4.94,163.5
ACN,-4.96,165.0
NVDA,-5.04,166.0
HST,-5.06,167.0
SCHW,-5.1,168.0
ZION,-5.24,169.0
EXPD,-5.25,170.0
LYB,-5.33,171.0
NWL,-5.34,172.0
FISV,-5.43,173.0
PPG,-5.49,174.0
TER,-5.53,175.0
PG,-5.55,176.0
FAST,-5.58,177.0
TXT,-5.61,178.0
LHX,-5.79,179.5
IFF,-5.79,179.5
SBUX,-5.93,181.0
SO,-6.18,182.0
STT,-6.26,183.0
INTC,-6.28,184.0
UPS,-6.65,185.0
BAX,-6.71,186.0
KMB,-6.82,187.0
TMO,-7.0,188.5
CFG,-7.0,188.5
GILD,-7.08,190.0
CTXS,-7.09,191.5
FANG,-7.09,191.5
CERN,-7.12,193.0
WLTW,-7.16,194.0
CTRA,-7.33,195.0
UNH,-7.44,196.0
FCX,-7.46,197.0
LUMN,-7.52,198.0
PCAR,-7.65,199.0
CMS,-7.78,200.0
DE,-7.84,201.0
WFC,-7.9,202.0
CAG,-7.91,203.0
ATVI,-7.98,204.0
MDT,-8.04,205.0
HCA,-8.21,206.0
C,-8.24,207.0
UAA,-8.26,208.0
ES,-8.3,209.0
AAL,-8.42,210.0
EQR,-8.49,211.0
HIG,-8.53,212.0
NEM,-8.57,213.0
DLR,-8.76,214.0
HLT,-8.77,215.0
GLW,-8.82,216.0
PGR,-8.85,217.0
VNO,-8.88,218.0
FTV,-9.18,219.0
CBRE,-9.22,220.0
O,-9.23,221.0
PLD,-9.27,222.0
CDNS,-9.31,223.0
EXPE,-9.48,224.0
IPG,-9.49,225.0
IR,-9.66,226.0
MRK,-9.73,227.0
SYK,-9.82,228.0
MMC,-10.27,229.0
KR,-10.5,230.0
HPQ,-10.51,231.0
HAL,-10.52,232.0
WMT,-10.86,233.0
XLNX,-11.25,234.0
BSX,-11.49,235.0
TEL,-11.59,236.0
BRO,-11.69,237.0
AFL,-11.95,238.0
APH,-11.98,239.0
PSX,-12.15,240.0
CAT,-12.63,241.0
FITB,-12.82,242.0
AMCR,-12.83,243.0
DOW,-13.42,244.0
CMCSA,-13.43,245.0
MRNA,-13.63,246.0
DHI,-13.65,247.0
HBAN,-13.68,248.0
NLSN,-13.79,249.0
MET,-13.8,250.0
GIS,-14.0,251.0
SWKS,-14.01,252.0
AXP,-14.02,253.5
PNW,-14.02,253.5
UAL,-14.11,255.0
CMI,-14.23,256.0
NSC,-14.4,257.0
FE,-14.69,258.0
PRU,-14.8,259.0
HWM,-14.89,260.0
KHC,-14.9,261.0
TSN,-15.12,262.0
PEAK,-15.13,263.0
ALB,-15.33,264.0
K,-15.42,265.0
WRK,-15.54,266.0
ADSK,-15.82,267.0
EIX,-16.14,268.0
WDC,-16.24,269.0
MSFT,-16.54,270.0
INTU,-16.65,271.0
EMR,-16.86,272.0
ADM,-16.9,273.0
SYY,-17.04,274.0
PPL,-17.24,275.0
ABT,-17.48,276.0
BAC,-17.51,277.0
FOXA,-18.66,278.0
HES,-18.7,279.0
TGT,-18.93,280.0
COP,-19.23,281.0
DHR,-19.3,282.0
NFLX,-19.62,283.0
CTVA,-21.1,284.0
FOX,-21.12,285.0
CTLT,-21.19,286.0
PBCT,-21.28,287.0
MO,-21.35,288.0
CHTR,-21.46,289.0
CDW,-21.48,290.0
CSX,-21.59,291.0
ZTS,-21.74,292.0
LUV,-21.77,293.0
PEG,-22.69,294.0
HD,-23.17,295.0
UDR,-23.54,296.0
NOW,-23.56,297.0
LLY,-23.83,298.0
NKE,-24.06,299.0
CL,-24.32,300.0
JNJ,-24.45,301.0
TFC,-24.74,302.0
SPGI,-25.07,303.0
OKE,-25.24,304.0
RCL,-25.32,305.0
A,-25.57,306.0
ANET,-25.93,307.0
HRL,-25.94,308.0
NEE,-26.56,309.0
BEN,-26.67,310.0
HON,-27.82,311.0
CF,-27.83,312.0
KEY,-28.22,313.0
ORCL,-29.09,314.0
BKR,-29.26,315.0
ADI,-29.68,316.0
INCY,-29.99,317.0
KIM,-30.34,318.0
WBA,-30.7,319.0
IRM,-32.22,320.0
VLO,-33.1,321.0
BMY,-33.56,322.0
ROST,-33.73,323.0
TRMB,-34.21,324.0
VTR,-35.29,325.0
DUK,-35.41,326.0
XRAY,-36.88,327.0
AMD,-37.47,328.0
JPM,-37.65,329.0
MKC,-38.79,330.0
TWTR,-40.1,331.0
ILMN,-40.25,332.0
VTRS,-43.04,333.0
CME,-43.69,334.0
EW,-44.02,335.0
SRE,-44.34,336.0
GS,-44.85,337.0
RTX,-46.62,338.0
VIAC,-47.67,339.0
FIS,-47.78,340.0
CCI,-48.2,341.0
SYF,-49.08,342.0
TPR,-52.47,343.0
TXN,-55.25,344.0
QRVO,-56.74,345.0
TAP,-56.98,346.0
TSLA,-60.45,347.0
LOW,-63.29,348.0
DLTR,-70.0,349.0
PAYX,-70.61,350.0
T,-73.27,351.0
ENPH,-82.31,352.0
VZ,-86.12,353.0
OGN,-94.44,354.0
NI,-94.79,355.0
AIG,-166.27,356.0
GE,-180.55,357.0
AES,-750.66,358.0
