Stock,Accumulation/Distribution Value,Stocks_Ranked
CNC,-2.07,117.0
WM,-2.08,118.0
LYB,-2.09,119.0
TPR,-2.23,120.0
ETN,-2.38,121.0
CL,-2.41,122.5
PM,-2.41,122.5
CAT,-2.46,124.0
TTWO,-2.61,125.0
FISV,-2.74,126.0
INTU,-2.75,127.0
MTCH,-2.77,128.0
AXP,-2.98,129.0
UA,-3.08,130.0
APH,-3.15,131.0
AMGN,-3.18,132.0
AMCR,-3.24,133.0
ADP,-3.35,134.0
AMT,-3.42,135.0
HLT,-3.44,136.0
PNW,-3.56,137.0
MCHP,-3.58,138.0
NKE,-3.63,139.0
NI,-3.77,140.0
MS,-3.8,141.0
DISCK,-3.85,142.0
EBAY,-3.88,143.0
SWK,-3.89,144.0
HBI,-4.01,145.0
INTC,-4.03,146.0
ECL,-4.11,147.0
PENN,-4.15,148.0
BAX,-4.24,149.0
FTNT,-4.32,150.0
NEE,-4.33,151.0
CTSH,-4.36,152.0
XRAY,-4.42,153.0
LUMN,-4.45,154.0
MOS,-4.46,155.0
EQR,-4.51,156.0
PEAK,-4.53,157.0
TXT,-4.57,158.0
NXPI,-4.66,159.0
STT,-4.73,160.0
JNJ,-4.74,161.0
GPN,-4.81,162.5
CHD,-4.81,162.5
PSX,-4.84,164.0
HPQ,-4.94,165.5
DHR,-4.94,165.5
AEE,-4.96,167.0
LIN,-5.04,168.0
ILMN,-5.1,169.0
MDT,-5.24,170.0
TROW,-5.25,171.0
A,-5.34,172.0
ADM,-5.39,173.0
UNH,-5.43,174.0
LEN,-5.49,175.0
PGR,-5.53,176.0
XOM,-5.55,177.0
PLD,-5.58,178.0
VZ,-5.61,179.0
UAL,-5.64,180.0
BRO,-5.79,181.5
IVZ,-5.79,181.5
PBCT,-5.86,183.0
HRL,-5.93,184.0
TSLA,-6.18,185.0
PPG,-6.26,186.0
FMC,-6.67,187.0
MAS,-6.71,188.0
HOLX,-6.85,189.0
PKI,-7.0,190.0
FITB,-7.08,191.0
WY,-7.09,192.0
QCOM,-7.12,193.0
UNP,-7.33,194.0
NLSN,-7.46,195.0
FAST,-7.47,196.0
RCL,-7.52,197.0
MNST,-7.65,198.0
LLY,-7.78,199.0
CMI,-7.84,200.0
QRVO,-7.85,201.0
LMT,-7.9,202.0
ES,-7.91,203.0
PNC,-8.07,204.0
FOX,-8.21,205.0
HD,-8.24,206.0
CSCO,-8.26,207.0
IR,-8.3,208.0
EA,-8.33,209.0
ORCL,-8.42,210.0
EL,-8.49,211.0
NRG,-8.53,212.0
BAC,-8.57,213.0
DAL,-8.76,214.0
TFC,-8.77,215.0
VTRS,-8.83,216.0
BDX,-8.85,217.0
AFL,-8.88,218.0
O,-9.18,219.0
CARR,-9.22,220.0
SYK,-9.23,221.0
ALB,-9.27,222.0
CRM,-9.31,223.0
BKR,-9.48,224.0
WYNN,-9.49,225.0
LYV,-9.66,226.0
CERN,-9.73,227.0
AAPL,-9.75,228.0
ADSK,-9.82,229.0
VFC,-10.24,230.0
JPM,-10.27,231.0
PG,-10.39,232.0
EXPE,-10.51,233.0
MPC,-10.52,234.0
FE,-10.86,235.0
WMB,-10.94,236.0
USB,-11.25,237.0
KIM,-11.59,238.0
TSN,-11.69,239.0
NVDA,-11.86,240.0
DLTR,-11.88,241.0
AVGO,-11.95,242.0
DD,-11.98,243.0
NCLH,-12.15,244.0
ZTS,-12.35,245.0
LNC,-12.55,246.0
VIAC,-12.63,247.0
NFLX,-12.83,248.0
FIS,-13.43,249.0
WDC,-13.63,250.0
HPE,-13.65,251.0
K,-13.79,252.0
WEC,-14.0,253.0
SPG,-14.01,254.0
GE,-14.02,255.5
ALK,-14.02,255.5
BLL,-14.23,257.0
SYY,-14.69,258.0
HST,-14.8,259.0
KMI,-14.89,260.0
RF,-15.12,261.0
CI,-15.13,262.0
NEM,-15.21,263.0
ROST,-15.54,264.0
SCHW,-15.81,265.0
MA,-15.82,266.0
WRK,-16.14,267.0
LEG,-16.65,268.0
VLO,-16.9,269.5
TRMB,-16.9,269.5
CMCSA,-17.04,271.0
KHC,-17.24,272.0
CTVA,-17.37,273.0
JNPR,-17.47,274.0
DXC,-17.48,275.0
STX,-17.51,276.0
TWTR,-18.27,277.0
KMB,-18.66,278.0
MKC,-18.7,279.0
ABT,-18.93,280.0
COF,-19.23,281.0
SYF,-19.3,282.0
KO,-20.64,283.0
CMA,-21.1,284.0
BSX,-21.12,285.0
ROL,-21.19,286.0
PAYX,-21.24,287.0
MCD,-21.35,288.0
VRTX,-21.42,289.0
ZBH,-21.48,290.0
KR,-21.74,291.0
AES,-21.77,292.0
AIG,-22.69,293.0
FOXA,-23.17,294.0
IFF,-23.54,295.5
GOOGL,-23.54,295.5
WBA,-23.56,297.0
HBAN,-23.83,298.0
BK,-24.32,299.0
TGT,-24.45,300.0
GPS,-24.74,301.0
BBWI,-24.91,302.0
PCAR,-25.07,303.0
CPB,-25.24,304.0
CNP,-25.28,305.0
MAR,-25.32,306.0
PYPL,-25.57,307.0
EXPD,-25.93,308.0
MMM,-25.94,309.0
ICE,-26.67,310.0
EMR,-27.83,311.0
AEP,-28.05,312.0
FTV,-28.22,313.0
ED,-29.09,314.0
AMZN,-29.34,315.0
KEY,-29.99,316.0
CME,-30.34,317.0
CBRE,-32.22,318.0
CSX,-33.18,319.0
AMD,-33.56,320.0
CLX,-34.21,321.0
OKE,-34.26,322.0
CVS,-35.29,323.0
CFG,-35.41,324.0
CTXS,-36.88,325.0
DHI,-37.47,326.0
COP,-37.65,327.0
T,-37.92,328.0
ANET,-38.79,329.0
PFG,-39.22,330.0
WU,-39.53,331.0
SWKS,-40.1,332.0
ETSY,-40.25,333.0
AMAT,-42.53,334.0
DISH,-43.04,335.0
EW,-44.02,336.0
LKQ,-44.34,337.0
NWSA,-44.85,338.0
PXD,-46.62,339.0
OXY,-47.67,340.0
HIG,-48.2,341.0
GD,-49.08,342.0
V,-49.82,343.0
OMC,-51.96,344.0
SPGI,-55.25,345.0
CVX,-56.98,346.0
INCY,-57.79,347.0
TEL,-60.45,348.0
LHX,-63.29,349.0
EOG,-70.61,350.0
ZION,-73.27,351.0
CF,-82.31,352.0
BA,-86.12,353.0
IBM,-94.44,354.0
CMS,-94.79,355.0
RTX,-166.27,356.0
NLOK,-237.35,357.0
DVN,-642.13,358.0
